Country,alpha_2_code,alpha_3_code,Indicator,Year,sex,Value_in_percentage%
Haiti,HT,HTI,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2006,Male,40.80%
Haiti,HT,HTI,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2006,Total,40.30%
Haiti,HT,HTI,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2012,Female,54.70%
Haiti,HT,HTI,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2012,Male,51.20%
Haiti,HT,HTI,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2012,Total,52.90%
Haiti,HT,HTI,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2017,Female,39.00%
Haiti,HT,HTI,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2017,Male,39.60%
Haiti,HT,HTI,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2017,Total,39.30%
Honduras,HN,HND,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2006,Female,53.70%
Honduras,HN,HND,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2006,Male,57.40%
Honduras,HN,HND,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2006,Total,55.70%
Honduras,HN,HND,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2012,Female,61.50%
Honduras,HN,HND,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2012,Male,58.20%
Honduras,HN,HND,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2012,Total,59.70%
Honduras,HN,HND,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2019,Female,52.90%
Honduras,HN,HND,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2019,Male,53.00%
Honduras,HN,HND,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2019,Total,52.90%
India,IN,IND,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2006,Female,25.90%
India,IN,IND,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2006,Male,26.20%
India,IN,IND,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2006,Total,26.00%
India,IN,IND,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2014,Female,38.00%
India,IN,IND,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2014,Male,40.50%
India,IN,IND,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2014,Total,39.30%
India,IN,IND,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2016,Female,49.60%
India,IN,IND,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2016,Male,51.40%
India,IN,IND,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2016,Total,50.60%
India,IN,IND,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2021,Female,59.30%
India,IN,IND,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2021,Male,61.80%
India,IN,IND,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2021,Total,60.60%
Indonesia,ID,IDN,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2000,Total,43.20%
Indonesia,ID,IDN,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2003,Female,38.00%
Indonesia,ID,IDN,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2003,Male,33.00%
Indonesia,ID,IDN,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2003,Total,35.50%
Indonesia,ID,IDN,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2007,Female,33.70%
Indonesia,ID,IDN,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2007,Male,35.40%
Indonesia,ID,IDN,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2007,Total,34.70%
Indonesia,ID,IDN,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2012,Female,34.40%
Indonesia,ID,IDN,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2012,Male,42.30%
Indonesia,ID,IDN,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2012,Total,38.80%
Indonesia,ID,IDN,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2017,Female,36.40%
Indonesia,ID,IDN,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2017,Male,35.80%
Indonesia,ID,IDN,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2017,Total,36.10%
"Iran, Islamic Republic of",IR,IRN,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2010,Female,51.80%
"Iran, Islamic Republic of",IR,IRN,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2010,Male,53.30%
"Iran, Islamic Republic of",IR,IRN,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2010,Total,61.40%
Iraq,IQ,IRQ,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2000,Female,27.00%
Iraq,IQ,IRQ,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2000,Male,26.10%
Iraq,IQ,IRQ,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2000,Total,26.50%
Iraq,IQ,IRQ,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2006,Female,31.40%
Iraq,IQ,IRQ,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2006,Male,30.10%
Iraq,IQ,IRQ,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2006,Total,30.70%
Iraq,IQ,IRQ,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2011,Female,22.70%
Iraq,IQ,IRQ,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2011,Male,22.80%
Iraq,IQ,IRQ,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2011,Total,22.80%
Iraq,IQ,IRQ,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2018,Female,23.80%
Iraq,IQ,IRQ,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2018,Male,27.10%
Iraq,IQ,IRQ,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2018,Total,25.40%
Ivory Coast,CI,CIV,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2000,Female,16.40%
Ivory Coast,CI,CIV,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2000,Male,15.80%
Ivory Coast,CI,CIV,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2000,Total,16.10%
Ivory Coast,CI,CIV,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2006,Female,10.40%
Ivory Coast,CI,CIV,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2006,Male,10.00%
Ivory Coast,CI,CIV,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2006,Total,10.20%
Ivory Coast,CI,CIV,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2012,Female,16.60%
Ivory Coast,CI,CIV,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2012,Male,17.80%
Ivory Coast,CI,CIV,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2012,Total,17.20%
Ivory Coast,CI,CIV,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2016,Female,18.70%
Ivory Coast,CI,CIV,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2016,Male,14.60%
Ivory Coast,CI,CIV,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2016,Total,16.50%
Ivory Coast,CI,CIV,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2021,Female,18.40%
Ivory Coast,CI,CIV,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2021,Male,16.40%
Ivory Coast,CI,CIV,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2021,Total,17.30%
Jamaica,JM,JAM,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2000,Total,24.40%
Jamaica,JM,JAM,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2005,Total,40.30%
Jamaica,JM,JAM,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2011,Male,64.50%
Jamaica,JM,JAM,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2011,Total,64.10%
Jordan,JO,JOR,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2002,Female,17.00%
Jordan,JO,JOR,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2002,Male,19.50%
Jordan,JO,JOR,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2002,Total,18.20%
Jordan,JO,JOR,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2007,Female,22.50%
Jordan,JO,JOR,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2007,Male,17.10%
Jordan,JO,JOR,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2007,Total,19.80%
Jordan,JO,JOR,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2012,Female,23.70%
Jordan,JO,JOR,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2012,Male,17.70%
Jordan,JO,JOR,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2012,Total,20.40%
Jordan,JO,JOR,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2018,Female,44.00%
Jordan,JO,JOR,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2018,Male,44.80%
Jordan,JO,JOR,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2018,Total,44.40%
Jordan,JO,JOR,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2023,Female,39.10%
Jordan,JO,JOR,Diarrhoea treatment - percentage of children (under age 5) with diarrhoea who received ORS (packets or pre-packaged fluids),2023,Male,43.50%
