country,alpha_2_code,alpha_3_code,Indicator,Year,Value_in_percentage%
Estonia,EE,EST,Proportion of population using unimproved drinking water sources,2008,1.32%
Estonia,EE,EST,Proportion of population using unimproved drinking water sources,2009,1.15%
Estonia,EE,EST,Proportion of population using unimproved drinking water sources,2010,0.98%
Estonia,EE,EST,Proportion of population using unimproved drinking water sources,2011,0.81%
Estonia,EE,EST,Proportion of population using unimproved drinking water sources,2012,0.63%
Estonia,EE,EST,Proportion of population using unimproved drinking water sources,2013,0.46%
Estonia,EE,EST,Proportion of population using unimproved drinking water sources,2014,0.28%
Estonia,EE,EST,Proportion of population using unimproved drinking water sources,2015,0.11%
Estonia,EE,EST,Proportion of population using unimproved drinking water sources,2016,0.08%
Estonia,EE,EST,Proportion of population using unimproved drinking water sources,2017,0.06%
Estonia,EE,EST,Proportion of population using unimproved drinking water sources,2018,0.04%
Estonia,EE,EST,Proportion of population using unimproved drinking water sources,2019,0.01%
Estonia,EE,EST,Proportion of population using unimproved drinking water sources,2020,0.00%
Estonia,EE,EST,Proportion of population using unimproved drinking water sources,2021,0.00%
Swaziland,SZ,SWZ,Proportion of population using unimproved drinking water sources,2000,15.24%
Swaziland,SZ,SWZ,Proportion of population using unimproved drinking water sources,2001,14.91%
Swaziland,SZ,SWZ,Proportion of population using unimproved drinking water sources,2002,14.58%
Swaziland,SZ,SWZ,Proportion of population using unimproved drinking water sources,2003,14.24%
Swaziland,SZ,SWZ,Proportion of population using unimproved drinking water sources,2004,13.91%
Swaziland,SZ,SWZ,Proportion of population using unimproved drinking water sources,2005,13.58%
Swaziland,SZ,SWZ,Proportion of population using unimproved drinking water sources,2006,13.24%
Swaziland,SZ,SWZ,Proportion of population using unimproved drinking water sources,2007,12.90%
Swaziland,SZ,SWZ,Proportion of population using unimproved drinking water sources,2008,12.53%
Swaziland,SZ,SWZ,Proportion of population using unimproved drinking water sources,2009,12.16%
Swaziland,SZ,SWZ,Proportion of population using unimproved drinking water sources,2010,11.79%
Swaziland,SZ,SWZ,Proportion of population using unimproved drinking water sources,2011,11.42%
Swaziland,SZ,SWZ,Proportion of population using unimproved drinking water sources,2012,11.05%
Swaziland,SZ,SWZ,Proportion of population using unimproved drinking water sources,2013,10.69%
Swaziland,SZ,SWZ,Proportion of population using unimproved drinking water sources,2014,10.33%
Swaziland,SZ,SWZ,Proportion of population using unimproved drinking water sources,2015,9.97%
Swaziland,SZ,SWZ,Proportion of population using unimproved drinking water sources,2016,9.61%
Swaziland,SZ,SWZ,Proportion of population using unimproved drinking water sources,2017,9.24%
Swaziland,SZ,SWZ,Proportion of population using unimproved drinking water sources,2018,8.88%
Swaziland,SZ,SWZ,Proportion of population using unimproved drinking water sources,2019,8.52%
Swaziland,SZ,SWZ,Proportion of population using unimproved drinking water sources,2020,8.16%
Swaziland,SZ,SWZ,Proportion of population using unimproved drinking water sources,2021,7.79%
Swaziland,SZ,SWZ,Proportion of population using unimproved drinking water sources,2022,7.43%
Ethiopia,ET,ETH,Proportion of population using unimproved drinking water sources,2000,42.61%
Ethiopia,ET,ETH,Proportion of population using unimproved drinking water sources,2001,41.39%
Ethiopia,ET,ETH,Proportion of population using unimproved drinking water sources,2002,40.18%
Ethiopia,ET,ETH,Proportion of population using unimproved drinking water sources,2003,38.97%
Ethiopia,ET,ETH,Proportion of population using unimproved drinking water sources,2004,37.76%
Ethiopia,ET,ETH,Proportion of population using unimproved drinking water sources,2005,36.55%
Ethiopia,ET,ETH,Proportion of population using unimproved drinking water sources,2006,35.35%
Ethiopia,ET,ETH,Proportion of population using unimproved drinking water sources,2007,34.15%
Ethiopia,ET,ETH,Proportion of population using unimproved drinking water sources,2008,32.89%
Ethiopia,ET,ETH,Proportion of population using unimproved drinking water sources,2009,31.64%
Ethiopia,ET,ETH,Proportion of population using unimproved drinking water sources,2010,30.39%
Ethiopia,ET,ETH,Proportion of population using unimproved drinking water sources,2011,29.15%
Ethiopia,ET,ETH,Proportion of population using unimproved drinking water sources,2012,27.92%
Ethiopia,ET,ETH,Proportion of population using unimproved drinking water sources,2013,26.69%
Ethiopia,ET,ETH,Proportion of population using unimproved drinking water sources,2014,25.48%
Ethiopia,ET,ETH,Proportion of population using unimproved drinking water sources,2015,24.27%
Ethiopia,ET,ETH,Proportion of population using unimproved drinking water sources,2016,23.07%
Ethiopia,ET,ETH,Proportion of population using unimproved drinking water sources,2017,21.88%
Ethiopia,ET,ETH,Proportion of population using unimproved drinking water sources,2018,20.69%
Ethiopia,ET,ETH,Proportion of population using unimproved drinking water sources,2019,19.52%
Ethiopia,ET,ETH,Proportion of population using unimproved drinking water sources,2020,18.35%
Ethiopia,ET,ETH,Proportion of population using unimproved drinking water sources,2021,17.19%
Ethiopia,ET,ETH,Proportion of population using unimproved drinking water sources,2022,16.03%
Falkland Islands (Malvinas),FK,FLK,Proportion of population using unimproved drinking water sources,2012,5.51%
Falkland Islands (Malvinas),FK,FLK,Proportion of population using unimproved drinking water sources,2013,5.40%
Falkland Islands (Malvinas),FK,FLK,Proportion of population using unimproved drinking water sources,2014,5.29%
Falkland Islands (Malvinas),FK,FLK,Proportion of population using unimproved drinking water sources,2015,5.18%
Falkland Islands (Malvinas),FK,FLK,Proportion of population using unimproved drinking water sources,2016,5.08%
Falkland Islands (Malvinas),FK,FLK,Proportion of population using unimproved drinking water sources,2017,4.98%
Falkland Islands (Malvinas),FK,FLK,Proportion of population using unimproved drinking water sources,2018,4.88%
Falkland Islands (Malvinas),FK,FLK,Proportion of population using unimproved drinking water sources,2019,4.78%
Falkland Islands (Malvinas),FK,FLK,Proportion of population using unimproved drinking water sources,2020,4.69%
Fiji,FJ,FJI,Proportion of population using unimproved drinking water sources,2000,1.98%
Fiji,FJ,FJI,Proportion of population using unimproved drinking water sources,2001,1.97%
Fiji,FJ,FJI,Proportion of population using unimproved drinking water sources,2002,1.97%
Fiji,FJ,FJI,Proportion of population using unimproved drinking water sources,2003,1.97%
Fiji,FJ,FJI,Proportion of population using unimproved drinking water sources,2004,1.98%
Fiji,FJ,FJI,Proportion of population using unimproved drinking water sources,2005,1.98%
Fiji,FJ,FJI,Proportion of population using unimproved drinking water sources,2006,1.98%
Fiji,FJ,FJI,Proportion of population using unimproved drinking water sources,2007,1.98%
Fiji,FJ,FJI,Proportion of population using unimproved drinking water sources,2008,1.98%
Fiji,FJ,FJI,Proportion of population using unimproved drinking water sources,2009,1.98%
Fiji,FJ,FJI,Proportion of population using unimproved drinking water sources,2010,1.98%
Fiji,FJ,FJI,Proportion of population using unimproved drinking water sources,2011,1.98%
Fiji,FJ,FJI,Proportion of population using unimproved drinking water sources,2012,1.98%
Fiji,FJ,FJI,Proportion of population using unimproved drinking water sources,2013,1.98%
Fiji,FJ,FJI,Proportion of population using unimproved drinking water sources,2014,1.98%
Fiji,FJ,FJI,Proportion of population using unimproved drinking water sources,2015,1.97%
Fiji,FJ,FJI,Proportion of population using unimproved drinking water sources,2016,1.97%
Fiji,FJ,FJI,Proportion of population using unimproved drinking water sources,2017,1.97%
Fiji,FJ,FJI,Proportion of population using unimproved drinking water sources,2018,1.96%
Fiji,FJ,FJI,Proportion of population using unimproved drinking water sources,2019,1.96%
Fiji,FJ,FJI,Proportion of population using unimproved drinking water sources,2020,1.95%
Fiji,FJ,FJI,Proportion of population using unimproved drinking water sources,2021,1.95%
Fiji,FJ,FJI,Proportion of population using unimproved drinking water sources,2022,1.94%
Finland,FI,FIN,Proportion of population using unimproved drinking water sources,2008,0.00%
Finland,FI,FIN,Proportion of population using unimproved drinking water sources,2010,0.00%
Finland,FI,FIN,Proportion of population using unimproved drinking water sources,2011,0.00%
Finland,FI,FIN,Proportion of population using unimproved drinking water sources,2016,0.00%
Finland,FI,FIN,Proportion of population using unimproved drinking water sources,2018,0.00%
France,FR,FRA,Proportion of population using unimproved drinking water sources,2000,0.00%
France,FR,FRA,Proportion of population using unimproved drinking water sources,2002,0.00%
France,FR,FRA,Proportion of population using unimproved drinking water sources,2003,0.00%
France,FR,FRA,Proportion of population using unimproved drinking water sources,2010,0.00%
France,FR,FRA,Proportion of population using unimproved drinking water sources,2011,0.00%
France,FR,FRA,Proportion of population using unimproved drinking water sources,2012,0.00%
France,FR,FRA,Proportion of population using unimproved drinking water sources,2014,0.00%
France,FR,FRA,Proportion of population using unimproved drinking water sources,2016,0.00%
France,FR,FRA,Proportion of population using unimproved drinking water sources,2018,0.00%
France,FR,FRA,Proportion of population using unimproved drinking water sources,2020,0.00%
French Guiana,GF,GUF,Proportion of population using unimproved drinking water sources,2001,7.24%
French Guiana,GF,GUF,Proportion of population using unimproved drinking water sources,2002,7.24%
French Guiana,GF,GUF,Proportion of population using unimproved drinking water sources,2003,7.24%
French Guiana,GF,GUF,Proportion of population using unimproved drinking water sources,2004,7.24%
French Guiana,GF,GUF,Proportion of population using unimproved drinking water sources,2005,7.24%
French Guiana,GF,GUF,Proportion of population using unimproved drinking water sources,2006,7.14%
French Guiana,GF,GUF,Proportion of population using unimproved drinking water sources,2007,7.04%
French Guiana,GF,GUF,Proportion of population using unimproved drinking water sources,2008,6.94%
French Guiana,GF,GUF,Proportion of population using unimproved drinking water sources,2009,6.84%
French Guiana,GF,GUF,Proportion of population using unimproved drinking water sources,2010,6.74%
French Guiana,GF,GUF,Proportion of population using unimproved drinking water sources,2011,6.64%
French Guiana,GF,GUF,Proportion of population using unimproved drinking water sources,2012,6.54%
French Guiana,GF,GUF,Proportion of population using unimproved drinking water sources,2013,6.44%
French Guiana,GF,GUF,Proportion of population using unimproved drinking water sources,2014,6.34%
French Guiana,GF,GUF,Proportion of population using unimproved drinking water sources,2015,6.24%
French Guiana,GF,GUF,Proportion of population using unimproved drinking water sources,2016,6.14%
